taxonID,acceptedTaxonID,scientificName,scientificNameAuthorship,taxonRank,nameAccordingToID,nameAccordingToTitle,order,family,subfamily,tribe,genus,subgenus,speciesGroup,specificEpithet,infraspecificEpithet
EVOEXA,EVOEXA,Evolenes exarata,Dejean,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Oodini,Evolenes,NA,NA,exarata,NA
EVOSP,EVOSP,Evolenes sp.,LeConte,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Oodini,Evolenes,NA,NA,sp.,NA
GALAEQ,GALAEQ,Galerita aequinoctialis,Chaudoir,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Galeritini,Galerita,Galerita,NA,aequinoctialis,NA
GALATR,GALATR,Galerita atripes,LeConte,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Galeritini,Galerita,Progaleritina,NA,atripes,NA
GALBIC,GALBIC,Galerita bicolor,Drury,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Galeritini,Galerita,Progaleritina,NA,bicolor,NA
GALFOR,GALFOR,Galerita forreri,Bates,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Galeritini,Galerita,Progaleritina,NA,forreri,NA
GALJAN,GALJAN,Galerita janus,Fabricius,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Galeritini,Galerita,Progaleritina,NA,janus,NA
GALLEC,GALLEC,Galerita lecontei lecontei,Dejean,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Galeritini,Galerita,Progaleritina,NA,lecontei,lecontei
GALLEC1,GALLEC1,Galerita lecontei,Dejean,species,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Galeritini,Galerita,Progaleritina,NA,lecontei,NA
GALLEC2,GALLEC2,Galerita lecontei bicoloripes,Reichardt,subspecies,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Galeritini,Galerita,Progaleritina,NA,lecontei,bicoloripes
GALLEC3,GALLEC3,Galerita lecontei tenebricosa,Klug,subspecies,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Galeritini,Galerita,Progaleritina,NA,lecontei,tenebricosa
GALMEX,GALMEX,Galerita mexicana,Chaudoir,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Galeritini,Galerita,Progaleritina,NA,mexicana,NA
GALMIC,GALMIC,Galerita microcostata,Darlington,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Galeritini,Galerita,Galerita,NA,microcostata,NA
GALREI,GALREI,Galerita reichardti,Ball and Nimmo,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Galeritini,Galerita,Progaleritina,NA,reichardti,NA
GALSP,GALSP,Galerita (Progaleritina) sp.,Jeannel,subgenus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Galeritini,Galerita,Progaleritina,NA,sp.,NA
GALSP1,GALSP1,Galerita (Galerita) sp.,Fabricius,subgenus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Galeritini,Galerita,Galerita,NA,sp.,NA
GALSP2,GALSP2,Galerita sp.,Fabricius,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Galeritini,Galerita,NA,NA,sp.,NA
GALSP3,GALSP3,Galeritini sp.,Kirby,tribe,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Galeritini,NA,NA,NA,sp.,NA
GASBLA,GASBLA,Gastrellarius blanchardi,Horn,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Pterostichini,Gastrellarius,NA,NA,blanchardi,NA
GASHON,GASHON,Gastrellarius honestus,Say,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Pterostichini,Gastrellarius,NA,NA,honestus,NA
GASSP,GASSP,Gastrellarius sp.,Casey,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Pterostichini,Gastrellarius,NA,NA,sp.,NA
GASUNI,GASUNI,Gastrellarius unicarum,Darlington,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Pterostichini,Gastrellarius,NA,NA,unicarum,NA
GEHOLY,GEHOLY,Gehringia olympica,Darlington,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Gehringiinae,Gehringiini,Gehringia,NA,NA,olympica,NA
GEHSP,GEHSP,Gehringia sp.,Darlington,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Gehringiinae,Gehringiini,Gehringia,NA,NA,sp.,NA
GEHSP1,GEHSP1,Gehringiini sp.,Darlington,tribe,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Gehringiinae,Gehringiini,NA,NA,NA,sp.,NA
GEHSP2,GEHSP2,Gehringiinae sp.,Darlington,subfamily,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Gehringiinae,NA,NA,NA,NA,sp.,NA
GEOINC,GEOINC,Geopinus incrassatus,Dejean,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Harpalini,Geopinus,NA,NA,incrassatus,NA
GEOSP,GEOSP,Geopinus sp.,LeConte,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Harpalini,Geopinus,NA,NA,sp.,NA
GNABLA,GNABLA,Gnatholymnaeum blackburni,Sharp,species,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Trechinae,Bembidiini,Gnatholymnaeum,NA,NA,blackburni,NA
GNAMUL,GNAMUL,Gnathaphanus multipunctatus,Macleay,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Harpalini,Gnathaphanus,NA,NA,multipunctatus,NA
GNAPIC,GNAPIC,Gnathaphanus picipes,Macleay,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,NA,NA,Gnathaphanus,NA,NA,picipes,NA
GNASP,GNASP,Gnatholymnaeum sp.,Sharp,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Trechinae,Bembidiini,Gnatholymnaeum,NA,NA,sp.,NA
GNASP1,GNASP1,Gnathaphanus sp.,MacLeay,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Harpalini,Gnathaphanus,NA,NA,sp.,NA
GNASPU,BEMSPU,Gnatholymnaeum spurcum,Blackburn,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Gnatholymnaeum,NA,NA,spurcum,NA
GONKUN,GONKUN,Goniotropis kuntzeni kuntzeni,Banninger,subspecies,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Paussinae,Ozaenini,Goniotropis,NA,NA,kuntzeni,kuntzeni
GONKUN1,GONKUN1,Goniotropis kuntzeni,Bänninger,species,www.itis.gov,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.",Coleoptera,Carabidae,Paussinae,Ozaenini,Goniotropis,NA,NA,kuntzeni,NA
GONPAR,GONPAR,Goniotropis parca,LeConte,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Paussinae,Ozaenini,Goniotropis,NA,NA,parca,NA
GONSP,GONSP,Goniotropis sp.,Gray,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Paussinae,Ozaenini,Goniotropis,NA,NA,sp.,NA
GYNSP,GYNSP,Gynandropus sp.,Dejean,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Harpalini,Gynandropus,NA,NA,sp.,NA
GYRSP,GYRSP,Gyrinidae sp.,Latreille,family,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Gyrinidae,NA,NA,NA,NA,NA,sp.,NA
HABBOO,HABBOO,Habroscelimorpha boops,Dejean,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,boops,NA
HABCAL,HABCAL,Habroscelimorpha californica,Ménétriés,species,www.itis.gov,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,californica,NA
HABCAL1,HABCAL1,Habroscelimorpha californica mojavi,Cazier,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,californica,mojavi
HABCAL2,HABCAL2,Habroscelimorpha californica pseudoerronea,Rumpp,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,californica,pseudoerronea
HABCAL3,HABCAL3,Habroscelimorpha californica californica,Ménétriés,subspecies,www.itis.gov,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,californica,californica
HABCIR,HABCIR,Habroscelimorpha circumpicta,LaFerté-Sénectère,species,www.itis.gov,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,circumpicta,NA
HABCIR1,HABCIR1,Habroscelimorpha circumpicta circumpicta,LaFerte-Senectere,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,circumpicta,circumpicta
HABCIR2,HABCIR2,Habroscelimorpha circumpicta johnsonii,Fitch,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,circumpicta,johnsonii
HABCIR3,HABCIR3,Habroscelimorpha circumpicta pembina,Johnson,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,circumpicta,pembina
HABDOR,HABDOR,Habroscelimorpha dorsalis,Say,species,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,dorsalis,NA
HABDOR1,HABDOR1,Habroscelimorpha dorsalis dorsalis,Say,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,dorsalis,dorsalis
HABDOR2,HABDOR2,Habroscelimorpha dorsalis media,LeConte,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,dorsalis,media
HABDOR3,HABDOR3,Habroscelimorpha dorsalis saulcyi,Guerin-Meneville,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,dorsalis,saulcyi
HABDOR4,HABDOR4,Habroscelimorpha dorsalis venusta,LaFerte-Senectere,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,dorsalis,venusta
HABFUL,HABFUL,Habroscelimorpha fulgoris,Casey,species,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,fulgoris,NA
HABFUL1,HABFUL1,Habroscelimorpha fulgoris albilata,Acciavatti,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,fulgoris,albilata
HABFUL2,HABFUL2,Habroscelimorpha fulgoris erronea,Vaurie,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,fulgoris,erronea
HABFUL3,HABFUL3,Habroscelimorpha fulgoris fulgoris,Casey,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,fulgoris,fulgoris
HABGAB,HABGAB,Habroscelimorpha gabbii,Horn,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Habroscelimorpha,NA,NA,gabbii,NA
