taxonID,acceptedTaxonID,scientificName,scientificNameAuthorship,taxonRank,nameAccordingToID,nameAccordingToTitle,order,family,subfamily,tribe,genus,subgenus,speciesGroup,specificEpithet,infraspecificEpithet
TEFJAM,TEFRAF,Tefflus jamesoni,Bates,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Panagaeini,Tefflus,NA,NA,jamesoni,NA
TEFMEY,TEFMEY,Tefflus meyerlei,Fabricius,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,NA,NA,Tefflus,NA,NA,meyerlei,NA
TEFPUR,TEFPUR,Tefflus purpureipennis wituensis,Kolbe,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,NA,NA,Tefflus,NA,NA,purpureipennis,NA
TEFRAF,TEFRAF,Tefflus raffrayi jamesoni,Bates,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,NA,NA,Tefflus,NA,NA,raffrayi,jamesoni
TEFSP,TEFSP,Tefflus sp.,Leach,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Panagaeini,Tefflus,NA,NA,sp.,NA
TEFTEN,TEFTEN,Tefflus tenuicollis,Fairmaire,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Panagaeini,Tefflus,NA,NA,tenuicollis,NA
TEFZAN,TEFZAN,Tefflus zanzibaricus zanzibaricus,Kolbe,subspecies,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Panagaeini,Tefflus,NA,NA,zanzibaricus,zanzibaricus
TEFZAN1,TEFZAN1,Tefflus zanzibaricus,Kolbe,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Panagaeini,Tefflus,NA,NA,zanzibaricus,NA
TEFZAN2,TEFZAN2,Tefflus zanzibaricus alluaudi,Sternberg,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Panagaeini,Tefflus,NA,NA,zanzibaricus,alluaudi
TETAFF,TETIMP,Tetracha affinis angustata,NA,subspecies,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,NA,NA,Tetracha,NA,NA,affinis,angustata
TETAFF1,TETAFF1,Tetracha affinis,Dejean,species,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Cicindelinae,Megacephalini,Tetracha,Neotetracha,NA,affinis,NA
TETANG,TETANG,Tetracha angustata,Chevrolat,species,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Cicindelinae,Megacephalini,Tetracha,Neotetracha,NA,angustata,NA
TETCAR,TETFLO,Tetracha carolina floridana,NA,subspecies,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,NA,NA,Tetracha,NA,NA,carolina,floridana
TETCAR1,TETCAR1,Tetracha carolina carolina,Linnaeus,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Megacephalini,Tetracha,Tetracha,NA,carolina,carolina
TETCAR2,TETCAR2,Tetracha carolina,Linnaeus,species,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Cicindelinae,Megacephalini,Tetracha,Tetracha,NA,carolina,NA
TETFAS,TETFAS,Tetragonoderus fasciatus,Haldeman,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Cyclosomini,Tetragonoderus,Crossonychus,NA,fasciatus,NA
TETFLO,TETFLO,Tetracha floridana,Leng and Mutchler,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Cicindelinae,Megacephalini,Tetracha,Tetracha,NA,floridana,NA
TETIMP,TETIMP,Tetracha impressa,Chevrolat,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Cicindelinae,Megacephalini,Tetracha,Neotetracha,NA,impressa,NA
TETINT,TETINT,Tetragonoderus intersectus,Germar,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Cyclosomini,Tetragonoderus,Crossonychus,NA,intersectus,NA
TETLAE,TETLAE,Tetragonoderus laevigatus,Chaudoir,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Harpalinae,Cyclosomini,Tetragonoderus,Crossonychus,NA,laevigatus,NA
TETLAT,TETLAT,Tetragonoderus latipennis,LeConte,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Cyclosomini,Tetragonoderus,Crossonychus,NA,latipennis,NA
TETPAL,TETPAL,Tetragonoderus pallidus,Horn,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Cyclosomini,Tetragonoderus,Crossonychus,NA,pallidus,NA
TETPIC,TETPIC,Tetraleucus picticornis,Newman,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Platynini,Tetraleucus,NA,NA,picticornis,NA
TETQUA,TETQUA,Tetragonoderus quadriguttatus,"Dejean, 1829",species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,NA,NA,Tetragonoderus,NA,NA,quadriguttatus,NA
TETSOB,TETSOB,Tetracha sobrina,Dejean,species,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Cicindelinae,Megacephalini,Tetracha,Tetracha,NA,sobrina,NA
TETSP,TETSP,Tetragonoderus (Crossonychus) sp.,Chaudoir,subgenus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Cyclosomini,Tetragonoderus,Crossonychus,NA,sp.,NA
TETSP1,TETSP1,Tetracha (Tetracha) sp.,Hope,subgenus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Cicindelinae,Megacephalini,Tetracha,Tetracha,NA,sp.,NA
TETSP2,TETSP2,Tetracha (Neotetracha) sp.,Naviaux,subgenus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Cicindelinae,Megacephalini,Tetracha,Neotetracha,NA,sp.,NA
TETSP3,TETSP3,Tetraleucus sp.,Casey,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Platynini,Tetraleucus,NA,NA,sp.,NA
TETSP4,TETSP4,Tetragonoderus sp.,Dejean,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Cyclosomini,Tetragonoderus,NA,NA,sp.,NA
TETSP5,TETSP5,Tetracha sp.,Hope,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Cicindelinae,Megacephalini,Tetracha,NA,NA,sp.,NA
TETVIR,TETVIR,Tetracha virginica,Linnaeus,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Megacephalini,Tetracha,Tetracha,NA,virginica,NA
THABAR,THABAR,Thalassotrechus barbarae,Horn,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Pogonini,Thalassotrechus,NA,NA,barbarae,NA
THASP,THASP,Thalassotrechus sp.,Van Dyke,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Trechinae,Pogonini,Thalassotrechus,NA,NA,sp.,NA
TRAINE,TRAINE,Trachypachus inermis,"Motschulsky, 1850",species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Trachypachidae,NA,NA,Trachypachus,NA,NA,inermis,NA
TRASP,TRASP,Trachypachidae sp.,Thomson,family,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Trachypachidae,NA,NA,NA,NA,NA,sp.,NA
TREADU,TREADU,Trechus aduncus,Barr,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Microtrechus,NA,aduncus,NA
TREADU1,TRECOW,Trechus aduncus coweensis,NA,subspecies,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,NA,NA,Trechus,NA,NA,aduncus,coweensis
TREADU2,TREHOW,Trechus aduncus howellae,NA,subspecies,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,NA,NA,Trechus,NA,NA,aduncus,howellae
TREADU3,TRETOX,Trechus aduncus toxawayi,NA,subspecies,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,NA,NA,Trechus,NA,NA,aduncus,toxawayi
TREALI,TREALI,Trechus alinae,Dajoz,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,alinae,NA
TREAPA,TREAPA,Trechus apache,Dajoz,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,apache,NA
TREAPI,TREAPI,Trechus apicalis,Motschulsky,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,apicalis,NA
TREARI,TREARI,Trechus arizonae,Casey,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,arizonae,NA
TREAZT,TREAZT,Trechus aztec,Jeannel,species,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,aztec,NA
TREBAL,TREBAL,Trechus balsamensis,Barr,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Microtrechus,NA,balsamensis,NA
TREBAR,TREBAR,Trechus barberi,Jeannel,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Microtrechus,NA,barberi,NA
TREBOW,TREBOW,Trechus bowlingi,Barr,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Microtrechus,NA,bowlingi,NA
TRECAL,TRECAL,Trechus caliginis,Barr,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,caliginis,NA
TRECAR,TRECAR,Trechus carolinae,Schaeffer,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,carolinae,NA
TRECHA,TRECHA,Trechus chalybeus,Dejean,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,chalybeus,NA
TRECHE,TRECHE,Trechus cheoahensis,Donabauer,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Microtrechus,NA,cheoahensis,NA
TRECLI,TRECLI,Trechus clingmanensis,Donabauer,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Microtrechus,NA,clingmanensis,NA
TRECOL,TRECOL,Trechus coloradensis,Schaeffer,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,coloradensis,NA
TRECON,TRECON,Trechus conformis,Jeannel,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,conformis,NA
TRECOW,TRECOW,Trechus coweensis,Barr,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Microtrechus,NA,coweensis,NA
TRECRA,TRECRA,Trechus crassiscapus,Lindroth,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,crassiscapus,NA
TRECUM,TRECUM,Trechus cumberlandus,Barr,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,cumberlandus,NA
TREHAO1,TREHAO1,Trechus haoe,Barr,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Microtrechus,NA,haoe,NA
TREHAO2,TREHAO2,Trechus haoeleadensis,Donabauer,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Microtrechus,NA,haoeleadensis,NA
TREHOW,TREHOW,Trechus howellae,Barr,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Microtrechus,NA,howellae,NA
TREHUM,TREHUM,Trechus humboldti,Van Dyke,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,humboldti,NA
TREHYD,TREHYD,Trechus hydropicus,Horn,species,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,hydropicus,NA
TREHYD1,TREHYD1,Trechus hydropicus avus,Barr,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,hydropicus,avus
TREHYD2,TREHYD2,Trechus hydropicus beutenmuelleri,Jeannel,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,hydropicus,beutenmuelleri
TREHYD3,TREHYD3,Trechus hydropicus canus,Barr,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,hydropicus,canus
TREHYD4,TREHYD4,Trechus hydropicus hydropicus,Horn,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Trechus,NA,hydropicus,hydropicus
TREINE,TREINE,Trechus inexpectatus,Barr,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Microtrechus,NA,inexpectatus,NA
TRELUC,TREUNI,Trechus luculentus unicoi,NA,subspecies,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,NA,NA,Trechus,NA,NA,luculentus,unicoi
TRELUC1,TRELUC1,Trechus luculentus luculentus,Barr,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Microtrechus,NA,luculentus,luculentus
TRELUC2,TRELUC2,Trechus luculentus wayahensis,Barr,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Microtrechus,NA,luculentus,wayahensis
TRELUC3,TRELUC3,Trechus luculentus cheoahbaldensis,Donabauer,subspecies,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Microtrechus,NA,luculentus,cheoahbaldensis
TRELUC4,TRELUC4,Trechus luculentus joannabaldensis,Donabauer,subspecies,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Microtrechus,NA,luculentus,joannabaldensis
TRELUC5,TRELUC5,Trechus luculentus,Barr,species,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Trechinae,Trechini,Trechus,Microtrechus,NA,luculentus,NA
